dataset_label,nct_id,brief_title,lead_sponsor_class,primary_purpose,intervention_types,enrollment,arm_group_count,location_count,country_count,countries,africa_countries,has_africa_site,start_date,primary_completion_date,results_first_post_date,trial_duration_days,results_reporting_lag_days,registration_lead_days,prospectively_registered,has_results_section,has_publication_reference,has_result_reference,pmids,result_pmids,publication_lag_days,speed_score,frugality_score,dissemination_score,overall_efficiency_score
global,NCT01057251,Nebivolol in Patients With Systolic Stage 2 Hypertension,INDUSTRY,TREATMENT,DRUG,433,2,36,1,United States,,False,2010-03-01,2010-12-01,2012-01-11,275,406,34,True,True,True,False,23332366,,,83.94,38.79,47.97,60.94
global,NCT02918552,Oral Nitrite for Older Heart Failure With Preserved Ejection Fraction,INDIV,TREATMENT,DRUG,15,2,1,1,United States,,False,2017-04-03,2018-12-02,2020-01-22,608,416,202,True,True,False,False,,,,69.7,60.3,40.85,60.64
africa,NCT05438576,Screening for Pregnancy Related Heart Failure in Nigeria,OTHER,SCREENING,OTHER,1232,2,6,1,Nigeria,Nigeria,True,2022-08-15,2024-05-15,2025-05-16,639,366,52,True,True,True,True,36966922|39223284,39223284,139,81.88,36.06,54.94,60.45
global,NCT00942994,Aliskiren/Amlodipine/Hydrochlorothiazide (HCTZ) Versus Aliskiren/Amlodipine in US Minority Patients With Stage II Systolic Hypertension,INDUSTRY,TREATMENT,DRUG,412,2,5,1,United States,,False,2009-06-01,2010-03-01,2011-04-27,273,422,-48,False,True,True,True,21414565|22305998,21414565,365,78.03,43.34,47.02,59.69
global,NCT02755831,Targeted CPAP Therapy for Obstructive Sleep Apnea in Pregnancy,FED,TREATMENT,DEVICE | OTHER,193,2,1,1,United States,,False,2017-02-20,2019-10-14,2019-11-27,966,44,346,True,True,True,False,10770144|15382839|15683148|17644420|17644475|17684781|18220088|18431116|18714778|19186102|19743755|19960649|2007794|20859210|21873945|22000892|22634871|22893769|23090526|23225920|23589584|23633754|23734952|23894293|23911687|23966237|24060885|24065843|24262432|24346178|24515622|24519711|24790262|24889020|25774926|35051670|8247821|9406321,,,72.42,50.91,42.21,58.85
global,NCT00618956,A Study Of Milnacipran In Patients With Fibromyalgia: Effects On 24 Hour Ambulatory Blood Pressure Monitoring,INDUSTRY,TREATMENT,DRUG,321,2,38,1,United States,,False,2007-10-01,2008-07-01,2009-09-03,274,429,-122,False,True,True,False,24188161,,,80.0,40.0,40.0,58.0
global,NCT04742283,Multicenter Study Assessing the Efficacy and Safety of DE-126 Ophthalmic Solution 0.002% Compared With Timolol Maleate Ophthalmic Solution 0.5% in Subjects With Primary Open Angle Glaucoma or Ocular Hypertension,INDUSTRY,TREATMENT,DRUG,323,2,41,1,United States,,False,2020-12-17,2021-12-07,2023-01-26,355,415,-42,False,True,False,False,,,,80.31,39.39,40.16,57.96
global,NCT02835339,Magnesium Sulfate in Obese Preeclamptics,OTHER,TREATMENT,DRUG,66,2,1,1,United States,,False,2016-07-12,2019-06-30,2020-05-13,1083,318,5,True,True,True,False,33156201|37815037,,,67.27,56.06,39.63,57.82
africa,NCT05005130,Task-shifted Adaptation of the WHO-PEN Intervention to Address Cardio-metabolic Complications in People Living With HIV in Zambia,OTHER,OTHER,OTHER,1129,2,4,1,Zambia,Zambia,True,2021-09-20,2022-12-23,2024-01-30,459,403,63,True,True,False,False,,,,79.09,37.27,45.55,57.75
global,NCT02742649,A Study to Evaluate Efficacy and Safety of a Fixed Combination Ocular Insert in Participants With Open-angle Glaucoma or Ocular Hypertension,INDUSTRY,TREATMENT,DEVICE | DRUG,55,3,1,1,Panama,,False,2016-04-30,2016-12-31,2018-12-31,245,730,24,True,True,False,False,,,,68.78,52.12,40.39,57.27
global,NCT05820295,Improving How Older Adults at Risk for Cardiovascular Outcomes Are Selected for Care Coordination,OTHER,HEALTH_SERVICES_RESEARCH,BEHAVIORAL,400,2,1,1,United States,,False,2023-05-17,2024-05-31,2025-09-04,380,461,40,True,True,False,False,,,,71.81,47.12,41.91,57.19
global,NCT05849103,Comprehensive Postpartum Management for Women With Hypertensive Disorders of Pregnancy,OTHER,HEALTH_SERVICES_RESEARCH,OTHER,343,4,1,1,United States,,False,2023-05-08,2024-08-01,2025-10-09,451,434,28,True,True,False,False,,,,74.85,41.36,43.42,56.84
global,NCT00648895,A Study of the Effect of Nebivolol to Evaluate Its Vasodilatory Effects in Hypertensive Patients,INDUSTRY,TREATMENT,DRUG,12,2,1,1,United States,,False,2007-11-01,2009-07-01,2010-09-20,608,446,-148,False,True,False,False,,,,63.94,60.76,31.97,56.43
africa,NCT00716859,"A Phase 3 Prospective, Randomized, Double-Masked, 12-Week, Parallel Group Study In Pediatric Subjects With Glaucoma.",INDUSTRY,TREATMENT,DRUG,139,2,48,20,Belgium | Colombia | Czechia | France | Germany | India | Italy | Philippines | Poland | Portugal | Romania | Russia | Serbia | Slovakia | Slovenia | South Africa | Spain | Ukraine | United Kingdom | United States,South Africa,True,2008-07-01,2009-11-01,2010-12-02,488,396,-13,False,True,False,False,,,,79.4,35.45,39.7,56.08
global,NCT02818569,Repurposing Dexmedetomidine as an Orally Administered Sleep Therapeutic,OTHER,TREATMENT,DRUG | OTHER,15,2,1,1,United States,,False,2016-10-01,2018-06-01,2019-10-02,608,488,110,True,True,False,False,,,,61.21,60.3,36.61,55.97
global,NCT03446573,Switch Study to Evaluate Dolutegravir Plus Lamivudine in Virologically Suppressed Human Immunodeficiency Virus Type 1 Positive Adults (TANGO),INDUSTRY,TREATMENT,DRUG,743,2,133,10,Australia | Belgium | Canada | France | Germany | Japan | Netherlands | Spain | United Kingdom | United States,,False,2018-01-18,2019-05-20,2020-06-02,487,379,13,True,True,True,False,31905383|33587500|35079789|37376649|37520420|38213637|38515183|38587380|38737429|39015350,,,82.72,24.7,47.36,55.34
global,NCT00760266,Blood Pressure Lowering of Aliskiren HCTZ Compared to HCTZ in Stage 2 Systolic Hypertension in Older Population,INDUSTRY,TREATMENT,DRUG,451,2,1,1,United States,,False,2008-09-01,2009-04-01,2011-01-21,212,660,-24,False,True,True,False,21659626,,,70.91,46.52,35.45,55.28
global,NCT04798196,ElderTree Smart System for Older Adults,OTHER,SUPPORTIVE_CARE,BEHAVIORAL,268,3,1,1,United States,,False,2021-07-29,2023-09-26,2024-10-23,789,393,140,True,True,True,False,35511229|40961249,,,69.09,44.09,40.55,54.63
global,NCT01928927,Telmisartan to Reduce AIDS-Related Fibrotic and Inflammatory Contributors (TRAFIC Study),NETWORK,TREATMENT,DRUG,58,2,12,2,Puerto Rico | United States,,False,2014-01-01,2016-03-01,2017-04-12,790,407,132,True,True,False,False,,,,64.85,50.15,38.42,54.42
africa,NCT05862857,The Outreach and Prevention at ALcohol Venues in East Africa Study (OPAL-East Africa- Aim 1),OTHER,PREVENTION,BEHAVIORAL,9375,2,2,2,Kenya | Uganda,Kenya | Uganda,True,2023-07-13,2025-02-03,2026-03-11,571,401,66,True,True,False,False,,,,74.85,33.94,43.42,54.25
africa,NCT00877929,Telmisartan Fixed Dose Combination vs Amlodipine in Hypertensive Patients With Type 2 Diabetes Mellitus,INDUSTRY,TREATMENT,DRUG,706,2,65,9,Argentina | Mexico | Netherlands | Slovakia | South Africa | South Korea | Spain | Sweden | United States,South Africa,True,2009-02-01,2010-05-01,2011-06-07,454,402,-5,False,True,False,False,,,,80.31,28.79,40.16,54.25
global,NCT05401409,Effect of Beetroot Juice on Reducing Hypertension in Autosomal Dominant Polycystic Kidney Disease,OTHER,TREATMENT,DIETARY_SUPPLEMENT,60,2,2,1,Australia,,False,2022-05-05,2023-03-24,2025-06-08,323,807,-22,False,True,True,False,37507763|39356039,,,62.12,54.85,31.06,53.36
global,NCT03862495,Genital CT Treatment to Pregnant Women to Prevent Adverse Pregnancy Outcomes: A Pilot RCT,OTHER,HEALTH_SERVICES_RESEARCH,DIAGNOSTIC_TEST | DRUG | OTHER,200,2,2,1,China,,False,2020-05-21,2024-03-03,2024-09-05,1382,186,454,True,True,False,False,,,,63.34,48.64,37.67,53.06
global,NCT01104545,A Study of Single Dose MK-3614 (MK-3614-001)(COMPLETED),INDUSTRY,TREATMENT,DRUG,24,3,0,0,,,False,2008-11-01,2009-05-01,2019-08-08,181,3751,-528,False,True,False,False,,,,49.39,73.79,24.7,52.99
global,NCT00383019,A Study Comparing Xalacom And Xalatan In Patients With Primary Open Angle Glaucoma (POAG) Or Ocular Hypertension (OH).,INDUSTRY,TREATMENT,DRUG,300,2,54,1,Japan,,False,2006-11-14,2007-10-01,2009-05-27,321,604,46,True,True,False,False,,,,68.78,39.4,40.39,52.82
global,NCT03323164,Peripapillary Blood Flow After Use of Anti-glaucoma Medications: An OCT Angiography Study,OTHER,DIAGNOSTIC,DRUG,35,2,1,1,United States,,False,2017-07-10,2018-12-31,2020-12-31,539,731,-106,False,True,False,False,,,,57.27,58.94,28.64,52.13
global,NCT02822222,Safety Study of RMJH-111b to Treat Essential Hypertension,INDUSTRY,TREATMENT,DRUG,22,2,1,1,United States,,False,2016-06-10,2016-07-07,2020-09-23,27,1539,-18,False,True,False,False,,,,56.67,59.85,28.34,52.12
global,NCT02993445,Effect of Alternate Therapies on Intraocular Pressure in Ocular Hypertension,OTHER,TREATMENT,DEVICE | OTHER,11,2,0,0,,,False,2014-09-01,2016-02-01,2020-11-27,518,1761,-829,False,True,False,False,,,,43.03,80.61,21.52,51.88
africa,NCT02831673,"An Efficacy, Safety, and Tolerability Study Comparing Dolutegravir Plus Lamivudine With Dolutegravir Plus Tenofovir/Emtricitabine in Treatment naïve HIV Infected Subjects (Gemini 1)",INDUSTRY,TREATMENT,DRUG,719,2,90,18,Argentina | Australia | Belgium | Canada | France | Germany | Italy | Mexico | Netherlands | Portugal | Romania | Russia | South Africa | South Korea | Spain | Taiwan | United Kingdom | United States,South Africa,True,2016-07-21,2018-03-29,2019-04-18,616,385,13,True,True,True,False,30420123|34913844,,,75.45,24.09,43.73,51.13
global,NCT02979197,Evaluation of Celecoxib Effects on Amlodipine in Subjects With Existing Hypertension Requiring Antihypertensives,UNKNOWN,TREATMENT,DRUG,105,3,9,1,United Kingdom,,False,2016-11-03,2017-07-21,2019-10-21,260,822,-26,False,True,False,False,,,,64.55,44.09,32.27,50.93
africa,NCT00797862,Aliskiren and the Calcium Channel Blocker Amlodipine Combination as an Initial Treatment Strategy for Hypertension,INDUSTRY,DIAGNOSTIC,DRUG,1254,3,10,10,Canada | Costa Rica | France | Germany | Greece | Guatemala | South Africa | Switzerland | United Kingdom | Venezuela,South Africa,True,2008-11-01,2010-11-01,2011-05-17,730,197,-23,False,True,True,False,21236483|26489809,,,76.36,24.39,38.18,50.53
